user_ID,Dominant_Topic_Keywords
user_3975,"course, best, talking, nobody, free, portfolio, github, website, make, page"
user_3977,"project, scratch, part, learning, collection, analysis, building, exploratory, cleaning, learned"
user_3978,"scientist, different, life, explained, ep, knn, role, day, job, learn"
user_3979,"scientist, different, life, explained, ep, knn, role, day, job, learn"
user_398,"master, degree, scientist, bootcamp, certificate, become, reason, huang, tina, wont"
user_3980,"project, scratch, part, learning, collection, analysis, building, exploratory, cleaning, learned"
user_3981,"student, leaderboard, know, college, first, subscriber, youtube, ever, built, mastering"
user_3982,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_3983,"scientist, different, life, explained, ep, knn, role, day, job, learn"
user_3984,"course, best, talking, nobody, free, portfolio, github, website, make, page"
user_3985,"beginner, kaggle, project, proven, walkthrough, titanic, quit, knn, ep, computer"
user_3986,"student, leaderboard, know, college, first, subscriber, youtube, ever, built, mastering"
user_3987,"course, best, talking, nobody, free, portfolio, github, website, make, page"
user_3988,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_3989,"beginner, kaggle, project, proven, walkthrough, titanic, quit, knn, ep, computer"
user_399,"python, scrape, module, twitter, twitterscraper, professor, krish, state, naik, discussion"
user_3990,"job, get, project, sport, analytics, website, build, portfolio, professor, land"
user_3991,"beginner, kaggle, project, proven, walkthrough, titanic, quit, knn, ep, computer"
user_3992,"course, best, talking, nobody, free, portfolio, github, website, make, page"
user_3993,"starting, im, project, short, right, tip, portfolio, essential, scientist, daysofdata"
user_3994,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_3995,"python, scrape, module, twitter, twitterscraper, professor, krish, state, naik, discussion"
user_3996,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_3997,"beginner, kaggle, project, proven, walkthrough, titanic, quit, knn, ep, computer"
user_3998,"beginner, kaggle, project, proven, walkthrough, titanic, quit, knn, ep, computer"
user_3999,"scientist, different, life, explained, ep, knn, role, day, job, learn"
user_4,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_40,"scientist, different, life, explained, ep, knn, role, day, job, learn"
user_400,"master, degree, scientist, bootcamp, certificate, become, reason, huang, tina, wont"
user_4000,"beginner, kaggle, project, proven, walkthrough, titanic, quit, knn, ep, computer"
user_4001,"scientist, different, life, explained, ep, knn, role, day, job, learn"
user_4002,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_4003,"job, get, project, sport, analytics, website, build, portfolio, professor, land"
user_4004,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_4005,"beginner, kaggle, project, proven, walkthrough, titanic, quit, knn, ep, computer"
user_4006,"scientist, different, life, explained, ep, knn, role, day, job, learn"
user_4007,"master, degree, scientist, bootcamp, certificate, become, reason, huang, tina, wont"
user_4008,"scientist, different, life, explained, ep, knn, role, day, job, learn"
user_4009,"job, get, project, sport, analytics, website, build, portfolio, professor, land"
user_401,"job, get, project, sport, analytics, website, build, portfolio, professor, land"
user_4010,"job, get, project, sport, analytics, website, build, portfolio, professor, land"
user_4011,"starting, im, project, short, right, tip, portfolio, essential, scientist, daysofdata"
user_4012,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_4013,"starting, im, project, short, right, tip, portfolio, essential, scientist, daysofdata"
user_4014,"course, best, talking, nobody, free, portfolio, github, website, make, page"
user_4015,"student, leaderboard, know, college, first, subscriber, youtube, ever, built, mastering"
user_4016,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_4017,"master, degree, scientist, bootcamp, certificate, become, reason, huang, tina, wont"
user_4018,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_4019,"beginner, kaggle, project, proven, walkthrough, titanic, quit, knn, ep, computer"
user_402,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_4020,"scientist, different, life, explained, ep, knn, role, day, job, learn"
user_4021,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_4022,"scientist, different, life, explained, ep, knn, role, day, job, learn"
user_4023,"course, best, talking, nobody, free, portfolio, github, website, make, page"
user_4024,"job, get, project, sport, analytics, website, build, portfolio, professor, land"
user_4025,"scientist, different, life, explained, ep, knn, role, day, job, learn"
user_4026,"scientist, different, life, explained, ep, knn, role, day, job, learn"
user_4027,"beginner, kaggle, project, proven, walkthrough, titanic, quit, knn, ep, computer"
user_4028,"beginner, kaggle, project, proven, walkthrough, titanic, quit, knn, ep, computer"
user_4029,"beginner, kaggle, project, proven, walkthrough, titanic, quit, knn, ep, computer"
user_403,"beginner, kaggle, project, proven, walkthrough, titanic, quit, knn, ep, computer"
user_4030,"starting, im, project, short, right, tip, portfolio, essential, scientist, daysofdata"
user_4031,"course, best, talking, nobody, free, portfolio, github, website, make, page"
user_4032,"master, degree, scientist, bootcamp, certificate, become, reason, huang, tina, wont"
user_4033,"python, scrape, module, twitter, twitterscraper, professor, krish, state, naik, discussion"
user_4034,"starting, im, project, short, right, tip, portfolio, essential, scientist, daysofdata"
user_4035,"beginner, kaggle, project, proven, walkthrough, titanic, quit, knn, ep, computer"
user_4036,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_4037,"course, best, talking, nobody, free, portfolio, github, website, make, page"
user_4038,"scientist, different, life, explained, ep, knn, role, day, job, learn"
user_4039,"project, scratch, part, learning, collection, analysis, building, exploratory, cleaning, learned"
user_404,"job, get, project, sport, analytics, website, build, portfolio, professor, land"
user_4040,"starting, im, project, short, right, tip, portfolio, essential, scientist, daysofdata"
user_4041,"beginner, kaggle, project, proven, walkthrough, titanic, quit, knn, ep, computer"
user_4042,"course, best, talking, nobody, free, portfolio, github, website, make, page"
user_4043,"job, get, project, sport, analytics, website, build, portfolio, professor, land"
user_4044,"job, get, project, sport, analytics, website, build, portfolio, professor, land"
user_4045,"course, best, talking, nobody, free, portfolio, github, website, make, page"
user_4046,"master, degree, scientist, bootcamp, certificate, become, reason, huang, tina, wont"
user_4047,"student, leaderboard, know, college, first, subscriber, youtube, ever, built, mastering"
user_4048,"starting, im, project, short, right, tip, portfolio, essential, scientist, daysofdata"
user_4049,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_405,"starting, im, project, short, right, tip, portfolio, essential, scientist, daysofdata"
user_4050,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_4051,"project, scratch, part, learning, collection, analysis, building, exploratory, cleaning, learned"
user_4052,"job, get, project, sport, analytics, website, build, portfolio, professor, land"
user_4053,"starting, im, project, short, right, tip, portfolio, essential, scientist, daysofdata"
user_4054,"beginner, kaggle, project, proven, walkthrough, titanic, quit, knn, ep, computer"
user_4055,"job, get, project, sport, analytics, website, build, portfolio, professor, land"
user_4056,"beginner, kaggle, project, proven, walkthrough, titanic, quit, knn, ep, computer"
user_4057,"scientist, different, life, explained, ep, knn, role, day, job, learn"
user_4058,"starting, im, project, short, right, tip, portfolio, essential, scientist, daysofdata"
user_4059,"student, leaderboard, know, college, first, subscriber, youtube, ever, built, mastering"
user_406,"master, degree, scientist, bootcamp, certificate, become, reason, huang, tina, wont"
user_4060,"beginner, kaggle, project, proven, walkthrough, titanic, quit, knn, ep, computer"
user_4061,"scientist, different, life, explained, ep, knn, role, day, job, learn"
user_4062,"python, scrape, module, twitter, twitterscraper, professor, krish, state, naik, discussion"
user_4063,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_4064,"beginner, kaggle, project, proven, walkthrough, titanic, quit, knn, ep, computer"
user_4065,"starting, im, project, short, right, tip, portfolio, essential, scientist, daysofdata"
user_4066,"project, scratch, part, learning, collection, analysis, building, exploratory, cleaning, learned"
user_4067,"master, degree, scientist, bootcamp, certificate, become, reason, huang, tina, wont"
user_4068,"beginner, kaggle, project, proven, walkthrough, titanic, quit, knn, ep, computer"
user_4069,"master, degree, scientist, bootcamp, certificate, become, reason, huang, tina, wont"
user_407,"project, scratch, part, learning, collection, analysis, building, exploratory, cleaning, learned"
user_4070,"python, scrape, module, twitter, twitterscraper, professor, krish, state, naik, discussion"
user_4071,"python, scrape, module, twitter, twitterscraper, professor, krish, state, naik, discussion"
user_4072,"student, leaderboard, know, college, first, subscriber, youtube, ever, built, mastering"
user_4073,"student, leaderboard, know, college, first, subscriber, youtube, ever, built, mastering"
user_4075,"project, scratch, part, learning, collection, analysis, building, exploratory, cleaning, learned"
user_4076,"beginner, kaggle, project, proven, walkthrough, titanic, quit, knn, ep, computer"
user_4077,"beginner, kaggle, project, proven, walkthrough, titanic, quit, knn, ep, computer"
user_4078,"job, get, project, sport, analytics, website, build, portfolio, professor, land"
user_4079,"starting, im, project, short, right, tip, portfolio, essential, scientist, daysofdata"
user_408,"course, best, talking, nobody, free, portfolio, github, website, make, page"
user_4080,"scientist, different, life, explained, ep, knn, role, day, job, learn"
user_4081,"project, scratch, part, learning, collection, analysis, building, exploratory, cleaning, learned"
user_4082,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_4083,"master, degree, scientist, bootcamp, certificate, become, reason, huang, tina, wont"
user_4084,"job, get, project, sport, analytics, website, build, portfolio, professor, land"
user_4085,"job, get, project, sport, analytics, website, build, portfolio, professor, land"
user_4086,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_4087,"master, degree, scientist, bootcamp, certificate, become, reason, huang, tina, wont"
user_4088,"master, degree, scientist, bootcamp, certificate, become, reason, huang, tina, wont"
user_4089,"beginner, kaggle, project, proven, walkthrough, titanic, quit, knn, ep, computer"
user_409,"master, degree, scientist, bootcamp, certificate, become, reason, huang, tina, wont"
user_4090,"starting, im, project, short, right, tip, portfolio, essential, scientist, daysofdata"
user_4091,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_4092,"starting, im, project, short, right, tip, portfolio, essential, scientist, daysofdata"
user_4093,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_4094,"student, leaderboard, know, college, first, subscriber, youtube, ever, built, mastering"
user_4095,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_4096,"master, degree, scientist, bootcamp, certificate, become, reason, huang, tina, wont"
user_4097,"beginner, kaggle, project, proven, walkthrough, titanic, quit, knn, ep, computer"
user_4098,"python, scrape, module, twitter, twitterscraper, professor, krish, state, naik, discussion"
user_4099,"course, best, talking, nobody, free, portfolio, github, website, make, page"
user_41,"job, get, project, sport, analytics, website, build, portfolio, professor, land"
user_410,"beginner, kaggle, project, proven, walkthrough, titanic, quit, knn, ep, computer"
user_4100,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_4101,"course, best, talking, nobody, free, portfolio, github, website, make, page"
user_4102,"scientist, different, life, explained, ep, knn, role, day, job, learn"
user_4103,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_4104,"project, scratch, part, learning, collection, analysis, building, exploratory, cleaning, learned"
user_4105,"project, scratch, part, learning, collection, analysis, building, exploratory, cleaning, learned"
user_4106,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_4107,"job, get, project, sport, analytics, website, build, portfolio, professor, land"
user_4108,"master, degree, scientist, bootcamp, certificate, become, reason, huang, tina, wont"
user_4109,"job, get, project, sport, analytics, website, build, portfolio, professor, land"
user_411,"scientist, different, life, explained, ep, knn, role, day, job, learn"
user_4110,"course, best, talking, nobody, free, portfolio, github, website, make, page"
user_4111,"project, scratch, part, learning, collection, analysis, building, exploratory, cleaning, learned"
user_4112,"course, best, talking, nobody, free, portfolio, github, website, make, page"
user_4113,"course, best, talking, nobody, free, portfolio, github, website, make, page"
user_4114,"beginner, kaggle, project, proven, walkthrough, titanic, quit, knn, ep, computer"
user_4115,"master, degree, scientist, bootcamp, certificate, become, reason, huang, tina, wont"
user_4116,"job, get, project, sport, analytics, website, build, portfolio, professor, land"
user_4117,"job, get, project, sport, analytics, website, build, portfolio, professor, land"
user_4118,"job, get, project, sport, analytics, website, build, portfolio, professor, land"
user_4119,"python, scrape, module, twitter, twitterscraper, professor, krish, state, naik, discussion"
user_412,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_4120,"project, scratch, part, learning, collection, analysis, building, exploratory, cleaning, learned"
user_4121,"job, get, project, sport, analytics, website, build, portfolio, professor, land"
user_4122,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_4123,"job, get, project, sport, analytics, website, build, portfolio, professor, land"
user_4124,"scientist, different, life, explained, ep, knn, role, day, job, learn"
user_4125,"job, get, project, sport, analytics, website, build, portfolio, professor, land"
user_4126,"starting, im, project, short, right, tip, portfolio, essential, scientist, daysofdata"
user_4127,"beginner, kaggle, project, proven, walkthrough, titanic, quit, knn, ep, computer"
user_4128,"project, scratch, part, learning, collection, analysis, building, exploratory, cleaning, learned"
user_4129,"project, scratch, part, learning, collection, analysis, building, exploratory, cleaning, learned"
user_413,"scientist, different, life, explained, ep, knn, role, day, job, learn"
user_4130,"master, degree, scientist, bootcamp, certificate, become, reason, huang, tina, wont"
user_4131,"master, degree, scientist, bootcamp, certificate, become, reason, huang, tina, wont"
user_4132,"project, scratch, part, learning, collection, analysis, building, exploratory, cleaning, learned"
user_4133,"course, best, talking, nobody, free, portfolio, github, website, make, page"
user_4134,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_4135,"starting, im, project, short, right, tip, portfolio, essential, scientist, daysofdata"
user_4136,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_4137,"project, scratch, part, learning, collection, analysis, building, exploratory, cleaning, learned"
user_4138,"project, scratch, part, learning, collection, analysis, building, exploratory, cleaning, learned"
user_4139,"starting, im, project, short, right, tip, portfolio, essential, scientist, daysofdata"
user_414,"project, scratch, part, learning, collection, analysis, building, exploratory, cleaning, learned"
user_4140,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_4141,"master, degree, scientist, bootcamp, certificate, become, reason, huang, tina, wont"
user_4142,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_4143,"student, leaderboard, know, college, first, subscriber, youtube, ever, built, mastering"
user_4144,"starting, im, project, short, right, tip, portfolio, essential, scientist, daysofdata"
user_4145,"course, best, talking, nobody, free, portfolio, github, website, make, page"
user_4146,"master, degree, scientist, bootcamp, certificate, become, reason, huang, tina, wont"
user_4147,"project, scratch, part, learning, collection, analysis, building, exploratory, cleaning, learned"
user_4148,"master, degree, scientist, bootcamp, certificate, become, reason, huang, tina, wont"
user_4149,"project, scratch, part, learning, collection, analysis, building, exploratory, cleaning, learned"
user_415,"python, scrape, module, twitter, twitterscraper, professor, krish, state, naik, discussion"
user_4150,"python, scrape, module, twitter, twitterscraper, professor, krish, state, naik, discussion"
user_4151,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_4152,"starting, im, project, short, right, tip, portfolio, essential, scientist, daysofdata"
user_4153,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_4154,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_4155,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_4156,"job, get, project, sport, analytics, website, build, portfolio, professor, land"
user_4157,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_4158,"course, best, talking, nobody, free, portfolio, github, website, make, page"
user_4159,"course, best, talking, nobody, free, portfolio, github, website, make, page"
user_416,"master, degree, scientist, bootcamp, certificate, become, reason, huang, tina, wont"
user_4160,"scientist, different, life, explained, ep, knn, role, day, job, learn"
user_4161,"python, scrape, module, twitter, twitterscraper, professor, krish, state, naik, discussion"
user_4162,"scientist, different, life, explained, ep, knn, role, day, job, learn"
user_4163,"starting, im, project, short, right, tip, portfolio, essential, scientist, daysofdata"
user_4164,"course, best, talking, nobody, free, portfolio, github, website, make, page"
user_4165,"job, get, project, sport, analytics, website, build, portfolio, professor, land"
user_4166,"beginner, kaggle, project, proven, walkthrough, titanic, quit, knn, ep, computer"
user_4167,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_4168,"course, best, talking, nobody, free, portfolio, github, website, make, page"
user_4169,"job, get, project, sport, analytics, website, build, portfolio, professor, land"
user_417,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_4170,"python, scrape, module, twitter, twitterscraper, professor, krish, state, naik, discussion"
user_4171,"master, degree, scientist, bootcamp, certificate, become, reason, huang, tina, wont"
user_4172,"beginner, kaggle, project, proven, walkthrough, titanic, quit, knn, ep, computer"
user_4173,"starting, im, project, short, right, tip, portfolio, essential, scientist, daysofdata"
user_4174,"beginner, kaggle, project, proven, walkthrough, titanic, quit, knn, ep, computer"
user_4175,"beginner, kaggle, project, proven, walkthrough, titanic, quit, knn, ep, computer"
user_4176,"job, get, project, sport, analytics, website, build, portfolio, professor, land"
user_4177,"scientist, different, life, explained, ep, knn, role, day, job, learn"
user_4178,"master, degree, scientist, bootcamp, certificate, become, reason, huang, tina, wont"
user_4179,"scientist, different, life, explained, ep, knn, role, day, job, learn"
user_418,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_4180,"course, best, talking, nobody, free, portfolio, github, website, make, page"
user_4181,"project, scratch, part, learning, collection, analysis, building, exploratory, cleaning, learned"
user_4182,"starting, im, project, short, right, tip, portfolio, essential, scientist, daysofdata"
user_4183,"python, scrape, module, twitter, twitterscraper, professor, krish, state, naik, discussion"
user_4184,"scientist, different, life, explained, ep, knn, role, day, job, learn"
user_4185,"master, degree, scientist, bootcamp, certificate, become, reason, huang, tina, wont"
user_4186,"student, leaderboard, know, college, first, subscriber, youtube, ever, built, mastering"
user_4187,"project, scratch, part, learning, collection, analysis, building, exploratory, cleaning, learned"
user_4188,"job, get, project, sport, analytics, website, build, portfolio, professor, land"
user_4189,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_419,"course, best, talking, nobody, free, portfolio, github, website, make, page"
user_4190,"python, scrape, module, twitter, twitterscraper, professor, krish, state, naik, discussion"
user_4191,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_4192,"starting, im, project, short, right, tip, portfolio, essential, scientist, daysofdata"
user_4193,"starting, im, project, short, right, tip, portfolio, essential, scientist, daysofdata"
user_4194,"student, leaderboard, know, college, first, subscriber, youtube, ever, built, mastering"
user_4195,"project, scratch, part, learning, collection, analysis, building, exploratory, cleaning, learned"
user_4196,"beginner, kaggle, project, proven, walkthrough, titanic, quit, knn, ep, computer"
user_4197,"beginner, kaggle, project, proven, walkthrough, titanic, quit, knn, ep, computer"
user_4198,"beginner, kaggle, project, proven, walkthrough, titanic, quit, knn, ep, computer"
user_4199,"scientist, different, life, explained, ep, knn, role, day, job, learn"
user_42,"beginner, kaggle, project, proven, walkthrough, titanic, quit, knn, ep, computer"
user_420,"python, scrape, module, twitter, twitterscraper, professor, krish, state, naik, discussion"
user_4200,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_4201,"project, scratch, part, learning, collection, analysis, building, exploratory, cleaning, learned"
user_4202,"beginner, kaggle, project, proven, walkthrough, titanic, quit, knn, ep, computer"
user_4203,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_4204,"course, best, talking, nobody, free, portfolio, github, website, make, page"
user_4205,"master, degree, scientist, bootcamp, certificate, become, reason, huang, tina, wont"
user_4206,"project, scratch, part, learning, collection, analysis, building, exploratory, cleaning, learned"
user_4207,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_4208,"master, degree, scientist, bootcamp, certificate, become, reason, huang, tina, wont"
user_4209,"master, degree, scientist, bootcamp, certificate, become, reason, huang, tina, wont"
user_421,"job, get, project, sport, analytics, website, build, portfolio, professor, land"
user_4210,"course, best, talking, nobody, free, portfolio, github, website, make, page"
user_4211,"job, get, project, sport, analytics, website, build, portfolio, professor, land"
user_4212,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_4213,"course, best, talking, nobody, free, portfolio, github, website, make, page"
user_4214,"starting, im, project, short, right, tip, portfolio, essential, scientist, daysofdata"
user_4215,"beginner, kaggle, project, proven, walkthrough, titanic, quit, knn, ep, computer"
user_4216,"scientist, different, life, explained, ep, knn, role, day, job, learn"
user_4217,"master, degree, scientist, bootcamp, certificate, become, reason, huang, tina, wont"
user_4218,"course, best, talking, nobody, free, portfolio, github, website, make, page"
user_4219,"course, best, talking, nobody, free, portfolio, github, website, make, page"
user_422,"master, degree, scientist, bootcamp, certificate, become, reason, huang, tina, wont"
user_4220,"beginner, kaggle, project, proven, walkthrough, titanic, quit, knn, ep, computer"
user_4221,"starting, im, project, short, right, tip, portfolio, essential, scientist, daysofdata"
user_4222,"job, get, project, sport, analytics, website, build, portfolio, professor, land"
user_4223,"project, scratch, part, learning, collection, analysis, building, exploratory, cleaning, learned"
user_4224,"master, degree, scientist, bootcamp, certificate, become, reason, huang, tina, wont"
user_4225,"beginner, kaggle, project, proven, walkthrough, titanic, quit, knn, ep, computer"
user_4226,"student, leaderboard, know, college, first, subscriber, youtube, ever, built, mastering"
user_4227,"python, scrape, module, twitter, twitterscraper, professor, krish, state, naik, discussion"
user_4228,"job, get, project, sport, analytics, website, build, portfolio, professor, land"
user_4229,"project, scratch, part, learning, collection, analysis, building, exploratory, cleaning, learned"
user_423,"starting, im, project, short, right, tip, portfolio, essential, scientist, daysofdata"
user_4230,"starting, im, project, short, right, tip, portfolio, essential, scientist, daysofdata"
user_4231,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_4232,"course, best, talking, nobody, free, portfolio, github, website, make, page"
user_4233,"project, scratch, part, learning, collection, analysis, building, exploratory, cleaning, learned"
user_4234,"master, degree, scientist, bootcamp, certificate, become, reason, huang, tina, wont"
user_4235,"beginner, kaggle, project, proven, walkthrough, titanic, quit, knn, ep, computer"
user_4236,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_4237,"starting, im, project, short, right, tip, portfolio, essential, scientist, daysofdata"
user_4238,"project, scratch, part, learning, collection, analysis, building, exploratory, cleaning, learned"
user_4239,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_424,"scientist, different, life, explained, ep, knn, role, day, job, learn"
user_4240,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_4241,"project, scratch, part, learning, collection, analysis, building, exploratory, cleaning, learned"
user_4242,"student, leaderboard, know, college, first, subscriber, youtube, ever, built, mastering"
user_4243,"project, scratch, part, learning, collection, analysis, building, exploratory, cleaning, learned"
user_4244,"project, scratch, part, learning, collection, analysis, building, exploratory, cleaning, learned"
user_4245,"scientist, different, life, explained, ep, knn, role, day, job, learn"
user_4246,"starting, im, project, short, right, tip, portfolio, essential, scientist, daysofdata"
user_4248,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_4249,"course, best, talking, nobody, free, portfolio, github, website, make, page"
user_425,"master, degree, scientist, bootcamp, certificate, become, reason, huang, tina, wont"
user_4250,"python, scrape, module, twitter, twitterscraper, professor, krish, state, naik, discussion"
user_4251,"job, get, project, sport, analytics, website, build, portfolio, professor, land"
user_4252,"scientist, different, life, explained, ep, knn, role, day, job, learn"
user_4253,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_4254,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_4255,"project, scratch, part, learning, collection, analysis, building, exploratory, cleaning, learned"
user_4256,"starting, im, project, short, right, tip, portfolio, essential, scientist, daysofdata"
user_4257,"master, degree, scientist, bootcamp, certificate, become, reason, huang, tina, wont"
user_4258,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_4259,"master, degree, scientist, bootcamp, certificate, become, reason, huang, tina, wont"
user_426,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_4260,"master, degree, scientist, bootcamp, certificate, become, reason, huang, tina, wont"
user_4261,"beginner, kaggle, project, proven, walkthrough, titanic, quit, knn, ep, computer"
user_4262,"master, degree, scientist, bootcamp, certificate, become, reason, huang, tina, wont"
user_4263,"beginner, kaggle, project, proven, walkthrough, titanic, quit, knn, ep, computer"
user_4264,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_4265,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_4266,"starting, im, project, short, right, tip, portfolio, essential, scientist, daysofdata"
user_4267,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_4268,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_4269,"student, leaderboard, know, college, first, subscriber, youtube, ever, built, mastering"
user_427,"course, best, talking, nobody, free, portfolio, github, website, make, page"
user_4270,"beginner, kaggle, project, proven, walkthrough, titanic, quit, knn, ep, computer"
user_4271,"project, scratch, part, learning, collection, analysis, building, exploratory, cleaning, learned"
user_4272,"scientist, different, life, explained, ep, knn, role, day, job, learn"
user_4273,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_4274,"project, scratch, part, learning, collection, analysis, building, exploratory, cleaning, learned"
user_4275,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_4276,"starting, im, project, short, right, tip, portfolio, essential, scientist, daysofdata"
user_4277,"project, scratch, part, learning, collection, analysis, building, exploratory, cleaning, learned"
user_4278,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_4279,"starting, im, project, short, right, tip, portfolio, essential, scientist, daysofdata"
user_428,"starting, im, project, short, right, tip, portfolio, essential, scientist, daysofdata"
user_4280,"beginner, kaggle, project, proven, walkthrough, titanic, quit, knn, ep, computer"
user_4281,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_4282,"master, degree, scientist, bootcamp, certificate, become, reason, huang, tina, wont"
user_4283,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_4284,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_4285,"course, best, talking, nobody, free, portfolio, github, website, make, page"
user_4286,"master, degree, scientist, bootcamp, certificate, become, reason, huang, tina, wont"
user_4287,"master, degree, scientist, bootcamp, certificate, become, reason, huang, tina, wont"
user_4288,"project, scratch, part, learning, collection, analysis, building, exploratory, cleaning, learned"
user_4289,"beginner, kaggle, project, proven, walkthrough, titanic, quit, knn, ep, computer"
user_429,"scientist, different, life, explained, ep, knn, role, day, job, learn"
user_4290,"master, degree, scientist, bootcamp, certificate, become, reason, huang, tina, wont"
user_4291,"master, degree, scientist, bootcamp, certificate, become, reason, huang, tina, wont"
user_4292,"starting, im, project, short, right, tip, portfolio, essential, scientist, daysofdata"
user_4293,"master, degree, scientist, bootcamp, certificate, become, reason, huang, tina, wont"
user_4294,"scientist, different, life, explained, ep, knn, role, day, job, learn"
user_4295,"student, leaderboard, know, college, first, subscriber, youtube, ever, built, mastering"
user_4296,"python, scrape, module, twitter, twitterscraper, professor, krish, state, naik, discussion"
user_4297,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_4298,"beginner, kaggle, project, proven, walkthrough, titanic, quit, knn, ep, computer"
user_4299,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_43,"python, scrape, module, twitter, twitterscraper, professor, krish, state, naik, discussion"
user_430,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_4300,"master, degree, scientist, bootcamp, certificate, become, reason, huang, tina, wont"
user_4301,"starting, im, project, short, right, tip, portfolio, essential, scientist, daysofdata"
user_4302,"course, best, talking, nobody, free, portfolio, github, website, make, page"
user_4303,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_4304,"beginner, kaggle, project, proven, walkthrough, titanic, quit, knn, ep, computer"
user_4305,"python, scrape, module, twitter, twitterscraper, professor, krish, state, naik, discussion"
user_4306,"learn, would, start, project, reviewing, episode, portfolio, changed, resume, github"
user_4307,"job, get, project, sport, analytics, website, build, portfolio, professor, land"
user_4308,"project, scratch, part, learning, collection, analysis, building, exploratory, cleaning, learned"
